ticker,asof,close,score,grade,technical_score,technical_grade,timing_score,timing_grade,risk_score,risk_level,confluence_score,chase_risk,relative_strength_score,relative_strength_grade,leader_score,relative_strength_weight,action,market_regime,stop_price,trailing_stop,bullish_signals,bearish_signals,top_strengths,top_risks,name,market,market_cap,trading_value,volume_universe,source_rank,data_ticker
047050,2026-08-21,50600.0,42.65,D,30.5,F,57.5,C,44.0,보통,47.0,낮음,31.84,F,39.95,0.25,매수 회피 · 구조 회복 확인,range,46552.0,57728.0,2,2,고점 상승(Higher High) | 주요 지지선 2.5% 이내 | 저점권 긴 아래꼬리,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 저점 하락(Lower Low),포스코인터내셔널,KOSPI,96758.0,38967.0,715574.0,69,047050
042660,2026-08-21,84200.0,45.0,D,40.5,D,50.5,D,18.0,낮음,49.0,낮음,21.19,F,39.05,0.25,매수 회피 · 구조 회복 확인,range,77464.0,118712.0,0,1,고점 상승(Higher High),저점 하락(Lower Low),한화오션,KOSPI,393435.0,409988.0,3277047.0,20,042660
062040,2026-08-21,164800.0,49.58,D,48.0,D,51.5,D,18.0,낮음,49.0,낮음,6.8,F,38.89,0.25,관찰,range,151616.0,237600.0,1,1,고점 상승(Higher High) | 20일선과 이격이 안정적,저점 하락(Lower Low) | 하락 거래량 확인(1.52배),산일전기,KOSPI,72100.0,140509.0,570175.0,84,062040
001440,2026-08-21,26650.0,51.1,D,38.5,F,66.5,B,18.0,낮음,49.5,낮음,0.0,F,38.33,0.25,매수 회피 · 구조 회복 확인,range,24518.0,43604.0,1,2,고점 상승(Higher High) | 주요 지지선 2.5% 이내 | 20일선과 이격이 안정적,저점 하락(Lower Low) | 쌍봉/더블탑 경계,대한전선,KOSPI,74967.0,166307.0,4318345.0,83,001440
011070,2026-08-21,550000.0,50.78,D,51.0,D,50.5,D,18.0,낮음,53.0,낮음,0.0,F,38.09,0.25,관찰,range,440000.0,1346400.0,2,0,고점 상승(Higher High) | 저점 상승(Higher Low),,LG이노텍,KOSPI,270988.0,832163.0,688856.0,33,011070
005940,2026-08-21,26100.0,39.6,F,31.5,F,49.5,D,44.0,보통,47.5,낮음,33.35,F,38.04,0.25,매수 회피 · 구조 회복 확인,range,24012.0,29128.0,1,1,고점 상승(Higher High) | 저점권 긴 아래꼬리 | 볼린저 스퀴즈: 방향 확인 대기,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 저점 하락(Lower Low),NH투자증권,KOSPI,114030.0,37764.0,1198037.0,63,005940
000270,2026-08-21,130900.0,39.52,F,24.0,F,58.5,C,32.0,낮음,45.0,낮음,31.35,F,37.48,0.25,매수 회피 · 구조 회복 확인,range,116476.25,149776.0,0,2,20일선과 이격이 안정적,고점 하락(Lower High) | 저점 하락(Lower Low) | 고점·저점 동반 하락,기아,KOSPI,604750.0,208469.0,1328726.0,13,000270
005490,2026-08-21,310000.0,38.48,F,27.0,F,52.5,C,32.0,낮음,43.0,낮음,33.79,F,37.31,0.25,매수 회피 · 구조 회복 확인,range,285200.0,372680.0,1,4,주요 지지선 2.5% 이내,고점 하락(Lower High) | 저점 하락(Lower Low) | 쌍봉/더블탑 경계,POSCO홀딩스,KOSPI,282496.0,192204.0,535534.0,30,005490
079550,2026-08-21,695000.0,37.25,F,39.5,F,34.5,F,18.0,낮음,44.0,낮음,31.96,F,35.93,0.25,매수 회피 · 구조 회복 확인,range,639400.0,881760.0,0,3,고점 상승(Higher High),저점 하락(Lower Low) | 20일선 아래 약세 위치 | 3연속 음봉,LIG디펜스앤에어로스페이스,KOSPI,187440.0,151578.0,177585.0,43,079550
006800,2026-08-21,34500.0,46.95,D,37.5,F,58.5,C,18.0,낮음,49.0,낮음,1.74,F,35.65,0.25,매수 회피 · 구조 회복 확인,range,28478.32,56760.0,0,1,고점 상승(Higher High) | 20일선과 이격이 안정적,저점 하락(Lower Low),미래에셋증권,KOSPI,272789.0,197676.0,4037262.0,32,006800
034220,2026-08-21,9500.0,40.77,D,23.0,F,62.5,B,32.0,낮음,46.0,낮음,18.29,F,35.15,0.25,매수 회피 · 구조 회복 확인,range,8740.0,14687.2,1,3,20일선과 이격이 안정적 | 저점권 긴 아래꼬리 | 볼린저 스퀴즈: 방향 확인 대기,고점 하락(Lower High) | 저점 하락(Lower Low) | 쌍봉/더블탑 경계,LG디스플레이,KOSPI,67850.0,78154.0,5862405.0,87,034220
000990,2026-08-21,89700.0,46.4,D,36.5,F,58.5,C,18.0,낮음,49.0,낮음,0.0,F,34.8,0.25,매수 회피 · 구조 회복 확인,range,81262.5,177760.0,0,1,고점 상승(Higher High) | 20일선과 이격이 안정적,저점 하락(Lower Low),DB하이텍,KOSPI,67911.0,143416.0,924462.0,86,000990
007660,2026-08-21,99300.0,24.62,F,25.0,F,29.5,F,62.0,보통,40.0,보통,62.54,B,34.1,0.25,매수 회피 · 구조 회복 확인,range,91356.0,122672.0,0,3,주요 지지선 2.5% 이내,고점 하락(Lower High) | 저점 하락(Lower Low) | 주요 지지선 이탈,이수페타시스,KOSPI,84494.0,119578.0,1031265.0,75,007660
047810,2026-08-21,130000.0,34.6,F,35.5,F,33.5,F,44.0,보통,42.5,낮음,30.5,F,33.58,0.25,매수 회피 · 구조 회복 확인,range,118397.0,148104.0,1,2,저점 상승(Higher Low) | 역헤드앤숄더 유사 구조,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 고점 하락(Lower High),한국항공우주,KOSPI,142801.0,88934.0,610639.0,58,047810
071050,2026-08-21,184500.0,39.6,F,31.5,F,49.5,D,44.0,보통,44.5,낮음,12.14,F,32.73,0.25,매수 회피 · 구조 회복 확인,range,166021.75,222200.0,1,2,저점 상승(Higher Low) | 저점권 긴 아래꼬리,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 고점 하락(Lower High),한국금융지주,KOSPI,128727.0,77687.0,336524.0,60,071050
329180,2026-08-21,453000.0,37.5,F,37.5,F,37.5,F,44.0,보통,42.0,낮음,18.41,F,32.73,0.25,매수 회피 · 구조 회복 확인,range,416760.0,654720.0,1,2,저점 상승(Higher Low) | 볼린저 스퀴즈: 방향 확인 대기,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 쌍봉/더블탑 경계,HD현대중공업,KOSPI,700091.0,359738.0,540413.0,10,329180
015760,2026-08-21,31750.0,32.5,F,31.5,F,35.5,F,54.0,보통,42.5,낮음,31.94,F,32.36,0.25,매수 회피 · 구조 회복 확인,range,29210.0,36432.0,1,3,저점 상승(Higher Low) | 쌍바닥/W 구조 | 저점권 긴 아래꼬리,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 고점 하락(Lower High),한국전력,KOSPI,243304.0,106444.0,2816956.0,36,015760
039490,2026-08-21,268000.0,41.4,D,31.5,F,53.5,C,44.0,보통,47.0,낮음,0.0,F,31.05,0.25,매수 회피 · 구조 회복 확인,range,246560.0,344080.0,1,1,고점 상승(Higher High) | 주요 지지선 2.5% 이내,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 저점 하락(Lower Low),키움증권,KOSPI,90750.0,55274.0,159024.0,73,039490
267260,2026-08-21,718000.0,39.62,F,43.0,D,35.5,F,36.0,낮음,45.5,낮음,2.91,F,30.44,0.25,매수 회피 · 구조 회복 확인,range,660560.0,1050720.0,2,2,고점 상승(Higher High) | 저점 상승(Higher Low) | 역헤드앤숄더 유사 구조,주요 지지선 이탈 | 바로 위 강한 저항 접근 | 지지 붕괴 직후,HD현대일렉트릭,KOSPI,388588.0,229824.0,209733.0,21,267260
000150,2026-08-21,1078000.0,37.1,F,33.5,F,41.5,D,36.0,낮음,43.0,낮음,3.71,F,28.75,0.25,매수 회피 · 구조 회복 확인,range,991760.0,1938640.0,0,3,저점 상승(Higher Low) | 주요 지지선 2.5% 이내,고점 하락(Lower High) | 주요 지지선 이탈 | 지지 붕괴 직후,두산,KOSPI,264121.0,171178.0,105618.0,34,000150
064350,2026-08-21,130100.0,33.1,F,29.5,F,37.5,F,44.0,보통,43.0,낮음,14.55,F,28.46,0.25,매수 회피 · 구조 회복 확인,range,119692.0,199320.0,1,2,쌍바닥/W 구조,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 고점 하락(Lower High),현대로템,KOSPI,225925.0,121567.0,586341.0,40,064350
010120,2026-08-21,187000.0,35.2,F,32.5,F,38.5,F,36.0,낮음,40.5,낮음,3.56,F,27.29,0.25,매수 회피 · 구조 회복 확인,range,172040.0,234960.0,0,3,고점 상승(Higher High),저점 하락(Lower Low) | 주요 지지선 이탈 | 지지 붕괴 직후,LS ELECTRIC,KOSPI,388500.0,723131.0,2757464.0,22,010120
241560,2026-08-21,57900.0,23.0,F,24.5,F,26.5,F,62.0,보통,37.5,낮음,35.84,F,26.21,0.25,매수 회피 · 구조 회복 확인,range,53268.0,60984.0,1,3,고점 상승(Higher High) | 컵앤핸들 유사 구조 | 주요 지지선 2.5% 이내,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 저점 하락(Lower Low),두산밥캣,KOSPI,62594.0,30067.0,464460.0,93,241560
352820,2026-08-21,167900.0,29.88,F,20.0,F,45.5,D,58.0,보통,40.5,낮음,14.69,F,26.08,0.25,매수 회피 · 구조 회복 확인,range,154468.0,207240.0,0,2,,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 고점 하락(Lower High),하이브,KOSPI,96334.0,52404.0,235695.0,70,352820
353200,2026-08-21,104300.0,32.23,F,23.0,F,43.5,D,50.0,보통,38.5,낮음,2.54,F,24.81,0.25,매수 회피 · 구조 회복 확인,range,83440.0,167992.0,0,3,20일선과 이격이 안정적,고점 하락(Lower High) | 저점 하락(Lower Low) | 주요 지지선 이탈,대덕전자,KOSPI,77239.0,168073.0,1059658.0,82,353200
267270,2026-08-21,115500.0,23.0,F,24.5,F,26.5,F,62.0,보통,35.5,낮음,15.85,F,21.21,0.25,매수 회피 · 구조 회복 확인,range,106260.0,141592.0,0,3,고점 상승(Higher High) | 주요 지지선 2.5% 이내,일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 저점 하락(Lower Low),HD건설기계,KOSPI,65509.0,50606.0,367967.0,90,267270
010140,2026-08-21,20200.0,23.15,F,21.5,F,30.5,F,62.0,보통,33.0,낮음,11.52,F,20.24,0.25,매수 회피 · 구조 회복 확인,range,18584.0,25916.0,0,4,고점 상승(Higher High),일봉 이동평균선 역배열 | 일봉과 주봉 배열 불일치 | 저점 하락(Lower Low),삼성중공업,KOSPI,242440.0,171055.0,6267691.0,37,010140
